title,link,pub_date,category,creator,description,content_html,image,comments,guid
尹 “국민께 마음의 상처 입혀 송구” 계엄 1년 옥중 메시지,https://www.chosun.com/national/court_law/2025/12/03/ZAJHBFHE4FC2TBRN6DTLH2QBCU/,"Wed, 03 Dec 2025 08:16:51 +0000",사회,김나영 기자,,"<img src=""https://www.chosun.com/resizer/v2/MFQTSM3GGA3DIZBYGM4TOY3GGM.jpg?auth=2cda79a6c794c3aa519fd83f2e13dd4cbb923d6dc9b7b9df9b40e56c542baefc&smart=true&width=3318&height=2212"" alt=""윤석열 전 대통령. /사진공동취재단"" height=""2212"" width=""3318""/><p>윤석열 전 대통령이 12·3 비상계엄 사태 1년을 맞아 “국민들께 마음의 상처와 불편을 끼쳐드려 송구한 마음을 금할 길이 없다”며 옥중 메시지를 냈다. </p>",https://www.chosun.com/resizer/v2/IN2OUX5DPBAVVOJRKWV6F5EJ5E.jpg?auth=6a9be86d7970b505eb3afa1dcfedbc9d6979089e43c2b33f3d71e6a57a32feff&smart=true&width=2949&height=2212,,https://www.chosun.com/national/court_law/2025/12/03/ZAJHBFHE4FC2TBRN6DTLH2QBCU/
"법관 대표들, 여당발 ‘사법 개혁’ 입장 밝히나…8일 법관대표회의",https://www.chosun.com/national/court_law/2025/12/03/JG67MDYNYBGMRHUU2FLQ7ETEZM/,"Wed, 03 Dec 2025 08:41:28 +0000",사회,방극렬 기자,,"<img src=""https://www.chosun.com/resizer/v2/GH6WNYQVUNJWDP5FUQSXR2LDHI.jpg?auth=1f0b3275ae813a82165ef057470d3ba28feb0a304fe23fe206a704555bec7385&smart=true&width=6000&height=4000"" alt=""25일 서울 서초구 대법원. /연합뉴스"" height=""4000"" width=""6000""/><p>전국 각급 법원 대표 모임인 ‘전국법관대표회의’가 오는 8일 여당이 추진하는 법관 인사 제도 개편과 상고심 제도 개선 방안 등 ‘사법 개혁안’에 관한 입장을 표명할지 논의한다. 법관 대표들은 대법원 법원행정처를 상대로 최근 논란이 커진 ‘내란 전담 재판부’ 설치, ‘법 왜곡죄’ 도입 등에 대한 설명도 요청해 듣기로 했다.</p>",,,https://www.chosun.com/national/court_law/2025/12/03/JG67MDYNYBGMRHUU2FLQ7ETEZM/
"전국 법원장들, 5일 내란재판부·법 왜곡죄 논의한다",https://www.chosun.com/national/court_law/2025/12/03/CILVVBIAGFBQ5CG5MSVXZBD6NQ/,"Wed, 03 Dec 2025 08:41:07 +0000",사회,김은경 기자,,"<img src=""https://www.chosun.com/resizer/v2/SAFLOHHGIND5NGE3MQKCDE5ECM.jpg?auth=48851b929f5ef1783e7af762d7befbc3b784f053f49548708dc321550a17c57a&smart=true&width=2111&height=1091"" alt=""지난 9월 12일 서울 서초구 대법원에서 열린 전국법원장회의에서 천대엽 법원행정처장 등 법원장급 42명이 국민의례를 하고 있다. /조선DB"" height=""1091"" width=""2111""/><p>대법원 법원행정처가 오는 5일 정기 전국법원장회의를 열고 더불어민주당이 추진하는 내란전담재판부 설치와 법 왜곡죄 도입 등에 관해 논의한다고 3일 밝혔다.</p>",,,https://www.chosun.com/national/court_law/2025/12/03/CILVVBIAGFBQ5CG5MSVXZBD6NQ/
"성남시, 대장동 일당 재산 가압류 본격화... 法, ‘담보 제공’ 명령",https://www.chosun.com/national/court_law/2025/12/03/CM2LEVSP5NHWDBP5HQX7TCLFNY/,"Wed, 03 Dec 2025 08:48:09 +0000",사회,성남=김수언 기자,,"<img src=""https://www.chosun.com/resizer/v2/TEYPMU5ZKNFEBKCWUYC4N3EEAI.jpg?auth=31928382882d04d6f3b000facaabe20e94d5a0ca6a8c154315032a2f4b977d70&smart=true&width=1200&height=884"" alt=""대장동 일당 김만배, 남욱, 정영학./뉴스1· 장련성"" height=""884"" width=""1200""/><p>경기 성남시는 대장동 개발 비리 사건 일당 중 정영학 회계사가 실질적으로 지배하는 ‘천화동인 5호’ 명의 예금채권 300억원에 대해 가압류를 신청한 것과 관련해 서울중앙지법으로부터 ‘담보 제공 명령’을 받았다고 3일 밝혔다. 담보 제공 명령은 가압류나 가처분으로 생길 수 있는 채무자(천화동인 5호)의 손해를 보전하기 위해, 채권자(성남도시개발공사)에게 담보를 제공하라고 하는 것이다.</p>",,,https://www.chosun.com/national/court_law/2025/12/03/CM2LEVSP5NHWDBP5HQX7TCLFNY/
[오늘의 운세] 12월 4일 목요일 (음력 10월 15일 丁未),https://www.chosun.com/national/national_general/2025/12/03/NFQYJ6FMTJDAVCBOZQLFXODL7U/,"Wed, 03 Dec 2025 08:00:00 +0000",사회,조선일보,,"<p><div class=""chosun_unse""><iframe src=""https://image.chosun.com/arc/unse_iframe.html"" frameborder=""0"" scrolling=""no"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe></div><style>.chosun_unse{position:relative;width:100%;height:350px;box-sizing:border-box}.chosun_unse>iframe{position:absolute;top:0;left:0;width:100%;height:100%;overflow-y:hidden}@media all and (max-width:1024px){.chosun_unse{height:350px}}@media all and (max-width:1023px){.chosun_unse{height:350px}}@media all and (max-width:528px){.chosun_unse{height:270px}}@media all and (max-width:384px){.chosun_unse{height:190px}}</style><br></p><p><div style=""width: 100% ; max-width: 616px; margin: 0 auto; padding: 18px 0; border-top: 1px solid #9C9C9C; border-bottom: 1px solid #9C9C9C;"">
		<div style=""font-family: Noto Sans KR,AppleSDGothic,apple sd gothic neo,noto sans korean,noto sans korean regular,noto sans cjk kr,noto sans cjk,nanum gothic,malgun gothic,dotum,arial,helvetica,MS Gothic,sans-serif !important; font-size: 18px; font-style: normal; font-weight: 400; line-height: 1.5; display: block; margin: 0; margin-bottom: 10px; word-break: keep-all; text-align: left;"">오늘 같은 날, 조선멤버십 가입하기 좋은 날입니다!<br>
멤버십에 가입하면 전용몰 상품 구매시 상품가 10%만큼 현금처럼 결제할 수 있는 7000포인트를 매달 드립니다. 이번 달까지 가입하면 5000포인트를 추가로 드립니다!</div>
		<!-- url_start --><a style=""border-bottom: none; text-decoration: none; font-family: Noto Sans KR,AppleSDGothic,apple sd gothic neo,noto sans korean,noto sans korean regular,noto sans cjk kr,noto sans cjk,nanum gothic,malgun gothic,dotum,arial,helvetica,MS Gothic,sans-serif !important; color: #376DC8; font-size: 18px; font-weight: 700; display: block; line-height: 1.5; text-align: left;word-break: keep-all;"" target=""_top"" href=""https://members.chosun.com/membership/benefit/index.html?utm_source=online&utm_medium=notice&utm_campaign=membership&utm_content=fortune1"">조선멤버십 혜택 보기 →</a><!-- url_end -->
		<style> @media (prefers-color-scheme: dark) { .text--blue--scribe{color: #1b9fff !important;} } </style></p>",https://www.chosun.com/resizer/v2/4MTFRYWHBJA7XOKKF7G7JPLX5U.png?auth=4651b5b20b5d4901424204d1456faee02e4b064ff509db23945deabf4404c8ef&smart=true&width=800&height=420,,https://www.chosun.com/national/national_general/2025/12/03/NFQYJ6FMTJDAVCBOZQLFXODL7U/
폭행치사 징역 8년… “친분 없는 지인이 선배 행세” 황당 이유,https://www.chosun.com/national/court_law/2025/12/03/EAR65LZFLFGTXGOMUJHLEDG3O4/,"Wed, 03 Dec 2025 08:21:16 +0000",사회,춘천=정성원 기자,"친분이 없는 지인이 선배 행세를 한다는 이유로 폭행해 숨지게 한 40대가 항소심에서 원심보다 더 무거운 형을 선고받았다.
서울고법 춘천재판부 형사1부(재판장 이은혜)는 살인 혐의로 기소된 A(47)씨에게 징역 4년을 선고한 원심을 깨고 징역 8년을 선고했다고 3일 밝혔다.","<img src=""https://www.chosun.com/resizer/v2/GYZDEZDEHAZDQOJUGU2WCZBZMQ.jpg?auth=f1942efd5bec0b6d27121db76aa5745042827f80365e626c63873dd655c6af9d&smart=true&width=4032&height=3024"" alt=""춘천지법./뉴스1"" height=""3024"" width=""4032""/><p>친분이 없는 지인이 선배 행세를 한다는 이유로 폭행해 숨지게 한 40대가 항소심에서 원심보다 더 무거운 형을 선고받았다.</p>",,,https://www.chosun.com/national/court_law/2025/12/03/EAR65LZFLFGTXGOMUJHLEDG3O4/
미성년자 고용한 해운대 룸살롱… 고작 16세,https://www.chosun.com/national/regional/2025/12/03/STDVXUZWNBECBGN2M4ANQWWIHE/,"Wed, 03 Dec 2025 08:12:18 +0000",사회,부산=김미희 기자 ,,"<img src=""https://www.chosun.com/resizer/v2/4PQC4OLB7TT3MFL7Q76LVU6SWI.jpg?auth=a9d46b1e9856030988712bc51ddc8e93e67668fc2bda3741390b96f5d48b8965&smart=true&width=5349&height=3648"" alt=""해운대경찰서 전경. / "" height=""3648"" width=""5349""/><p>부산 해운대구에 있는 룸살롱이 미성년자를 고용했다가 경찰에 단속됐다.</p>",,,https://www.chosun.com/national/regional/2025/12/03/STDVXUZWNBECBGN2M4ANQWWIHE/
"1·2인 가구 겨냥 ‘칠곡할매쌀’ 출시… 윤기, 탄력 좋아 밥맛 뛰어나",https://www.chosun.com/national/national_general/2025/12/03/Y4YF6WLI6BCXNOLAF2H63DBRGM/,"Wed, 03 Dec 2025 08:09:57 +0000",사회,칠곡=이승규 기자,,"<img src=""https://www.chosun.com/resizer/v2/6YUEKINFQJCUXNBLWSNJU6WJTI.jpg?auth=aa85ba5681e82fcc2827e36c09d41c3c559881bf784b169b375245d8a9dc5473&smart=true&width=640&height=427"" alt=""칠곡군 직원들이 칠곡할매쌀을 손에 들고 소개하고 있다./칠곡군"" height=""427"" width=""640""/><p>경북 칠곡군에서 1~2인 가구를 위해 쌀을 소량으로 포장한 제품인 ‘프리미엄 칠곡할매쌀(칠곡할매쌀)’을 출시했다고 3일 밝혔다.</p>",,,https://www.chosun.com/national/national_general/2025/12/03/Y4YF6WLI6BCXNOLAF2H63DBRGM/
"내일 서울 첫눈, 눈발 약하게 흩날려",https://www.chosun.com/national/transport-environment/2025/12/03/XMMVXOKNQBF6DHVSB2KYEFA3BE/,"Wed, 03 Dec 2025 07:57:50 +0000",사회,박상현 기자,,"<img src=""https://www.chosun.com/resizer/v2/GEDE4Y6MMVKUXAJQ5KZAKDYGOI.jpg?auth=fcb6c3a236a285b5adf5ecde5aecc9429d5b433c6c9077673b283f93b2e70432&smart=true&width=6000&height=4000"" alt=""지난달 18일 오전 제주 한라산 국립공원 1100m 고지에 첫눈이 내려 외국인 관광객들이 겨울 정취를 만끽하고 있다. /연합뉴스"" height=""4000"" width=""6000""/><p>4일 서울에 첫눈이 예보됐다. 한겨울 수준의 강추위는 4일 아침까지 이어지다가, 오전부터 비교적 따뜻한 서풍이 불면서 주말까지 차츰 풀릴 것으로 보인다.</p>",,,https://www.chosun.com/national/transport-environment/2025/12/03/XMMVXOKNQBF6DHVSB2KYEFA3BE/
"‘이재명 소년원 의혹 제기’ 강용석, 2심서 징역형 집유",https://www.chosun.com/national/court_law/2025/12/03/WHI57ESP6NAXFASTB7W6GQKG5E/,"Wed, 03 Dec 2025 07:51:13 +0000",사회,김은경 기자,,"<img src=""https://www.chosun.com/resizer/v2/GUZGGOBSGU2TOZTCHFSGENBXGA.jpg?auth=bf8da2279f89ccf90d054ce0b980f7fb6e0be4d936dbf5733ecccb9439b4765d&smart=true&width=4462&height=3581"" alt=""강용석 법무법인 넥스트로 대표변호사(왼쪽 사진)와 김세의 가로세로연구소 대표 /뉴스1"" height=""3581"" width=""4462""/><p>2022년 대선을 앞두고 이재명 대통령(당시 더불어민주당 대통령 후보)이 소년원 출신이라는 등 허위사실을 퍼뜨린 혐의로 기소된 강용석 변호사에게 3일 항소심 법원이 징역형 집행유예를 선고했다. 강 변호사에게 벌금 1000만원을 선고한 1심보다 형량을 높였다. </p>",,,https://www.chosun.com/national/court_law/2025/12/03/WHI57ESP6NAXFASTB7W6GQKG5E/
네덜란드서 “왜 히잡 안 써”…아빠와 두 오빠에게 죽임 당한 18세 소녀,https://www.chosun.com/international/international_general/2025/12/03/465W2TYATREQVPQ5ENRQPY5QGU/,"Tue, 02 Dec 2025 22:42:05 +0000",국제,김자아 기자,,"<img src=""https://www.chosun.com/resizer/v2/ZWSLDLJK7FCYDHZUWORWIR4IOQ.jpg?auth=0f14c69885c2078cb2a237db6a8d917b49ed7a8e6c924ae3c3bf84d9fef1794a&smart=true&width=801&height=608"" alt=""라이언 알 나자르./NL타임스 캡처"" height=""608"" width=""801""/><p>네덜란드에서 10대 소녀가 집안의 명예를 더럽혔다는 이유로 아버지와 두 오빠에게 살해당하는 일이 발생했다.</p>",,,https://www.chosun.com/international/international_general/2025/12/03/465W2TYATREQVPQ5ENRQPY5QGU/
"하락세 종지부 찍나… 美 상업용 부동산, 저평가 논란 속 ‘재평가’ 움직임",https://www.chosun.com/international/international_general/2025/12/03/G5RGMMRYGIZDSNBXHA2DQZBZMM/,"Wed, 03 Dec 2025 08:00:03 +0000",국제,현정민 기자(조선비즈),"인공지능(AI) 거품론이 쉽사리 꺼지지 않는 가운데 미국 상업용 부동산 가치가 재평가되고 있다는 분석이 나온다. 그간 미국 상업용 부동산은 수익률 부진으로 거래량이 급감, 가격이 폭락하는 등 지속적 하락세를 보였으나 최근 들어 투자 심리가 회복되고 있다는 것이다.  2일(현지 시각) 월스트리트저널(WSJ)에 따르면, 미국 상업용 부동산을 두고 ‘상대적으로 ","<p>인공지능(AI) 거품론이 쉽사리 꺼지지 않는 가운데 미국 상업용 부동산 가치가 재평가되고 있다는 분석이 나온다. 그간 미국 상업용 부동산은 수익률 부진으로 거래량이 급감, 가격이 폭락하는 등 지속적 하락세를 보였으나 최근 들어 투자 심리가 회복되고 있다는 것이다.</p><img src=""https://www.chosun.com/resizer/v2/MYZTMNDDMQZDMNRWMM4WCNTFME.jpg?auth=ce853914220440dde72161d0c66821012ec3a56db5ad7a0ad1ef7275d4dd6081&smart=true&width=5000&height=3334"" alt=""미국 뉴욕 맨해튼 전경. /연합뉴스"" height=""3334"" width=""5000""/>",https://www.chosun.com/resizer/v2/MYZTMNDDMQZDMNRWMM4WCNTFME.jpg?auth=ce853914220440dde72161d0c66821012ec3a56db5ad7a0ad1ef7275d4dd6081&smart=true&width=5000&height=3334,,https://www.chosun.com/international/international_general/2025/12/03/G5RGMMRYGIZDSNBXHA2DQZBZMM/
"한국 떠난 임효준, ‘린샤오쥔’으로 2026 올림픽 복귀",https://www.chosun.com/international/international_general/2025/12/03/YUCCXHYLQVCSBJR3J4K4BDWR3U/,"Wed, 03 Dec 2025 07:04:43 +0000",국제,정아임 기자,,"<img src=""https://www.chosun.com/resizer/v2/YKCHS25J7DKKKIKACXAFURSYMQ.jpg?auth=f935ff9ff160f447964bd4fbe4ca31c5582ebbb3ea609d531bb41164d06edae9&smart=true&width=1984&height=1328"" alt=""중국 대표팀 린샤오쥔(한국명 임효준)./뉴스1 "" height=""1328"" width=""1984""/><p>2018 평창 동계올림픽에서 한국 쇼트트랙 대표팀의 첫 금메달을 안겼던 임효준이 중국 귀화 후 ‘린샤오쥔’이라는 이름으로 다시 올림픽 무대에 선다.</p>",https://www.chosun.com/resizer/v2/4WO4Y7TVYJHXFI2RQFXZR26GH4.JPG?auth=8ec136651ab43530967d83da174ada9d18eab9f9ef0d052c83e12408ba94445f&smart=true&width=1417&height=1062,,https://www.chosun.com/international/international_general/2025/12/03/YUCCXHYLQVCSBJR3J4K4BDWR3U/
"트럼프 행정부, 입국 제한 19개국 출신 이민 신청 일시 중단",https://www.chosun.com/international/international_general/2025/12/03/GI3WGNZSHAZTIYRXGIYGEOBTMQ/,"Wed, 03 Dec 2025 07:15:47 +0000",국제,백윤미 기자(조선비즈),도널드 트럼프 미국 행정부가 미국 입국이 제한된 19개국 출신 이민자들의 이민 신청 처리를 중단했다고 2일(현지 시각) 뉴욕타임스(NYT)가 보도했다.  트럼프 대통령은 지난 6월 포고문을 통해 총 19개국 국민의 미국 입국을 전면 혹은 부분적으로 제한하는 조치를 발표한 바 있다. 입국이 전면 금지된 국가는 ▲이란 ▲예멘 ▲아프가니스탄 ▲미얀마 ▲차드 ▲콩,"<p>도널드 트럼프 미국 행정부가 미국 입국이 제한된 19개국 출신 이민자들의 이민 신청 처리를 중단했다고 2일(현지 시각) 뉴욕타임스(NYT)가 보도했다.</p><img src=""https://www.chosun.com/resizer/v2/GZQTEYTGMIYTGMBYMRQWGYJTMQ.jpg?auth=a4e16dd1a8c7c932f18f4fadb1ad36ed5ce095ed8154745496634d943e304fbc&smart=true&width=3522&height=2348"" alt=""미국 이민세관단속국(ICE)과 미국 시민권 및 이민국(USCIS)이 입주해 있는 로스앤젤레스 연방청사 밖에 사람들이 줄을 서 있다. /AP=연합뉴스"" height=""2348"" width=""3522""/>",https://www.chosun.com/resizer/v2/GZQTEYTGMIYTGMBYMRQWGYJTMQ.jpg?auth=a4e16dd1a8c7c932f18f4fadb1ad36ed5ce095ed8154745496634d943e304fbc&smart=true&width=3522&height=2348,,https://www.chosun.com/international/international_general/2025/12/03/GI3WGNZSHAZTIYRXGIYGEOBTMQ/
"“여친 옆자리로 바꿔줘” 난동...中 항공기, 착륙 30분 앞두고 회항",https://www.chosun.com/international/topic/2025/12/03/FPHVZKDCIVE2FN5FYDX5CON3NQ/,"Wed, 03 Dec 2025 06:00:11 +0000",국제,정아임 기자,,"<img src=""https://www.chosun.com/resizer/v2/ON7LN6CJN5D7PKFCWC2GZ6IGGY.jpg?auth=6d3bb2d90a5add384499c5d409755fe2faf807ab9727fb9a9a1c994c948244e3&smart=true&width=745&height=578"" alt=""좌석 변경을 요구하는 승객을 상대하는 승무원의 모습./데일리메일"" height=""578"" width=""745""/><p>여자친구 옆자리에 앉게 해 달라며 승무원에게 난동을 부린 남성 때문에 일본발 중국 항공기가 상하이 도착 30분을 남기고 긴급 회항하는 소동이 벌어졌다.</p>",,,https://www.chosun.com/international/topic/2025/12/03/FPHVZKDCIVE2FN5FYDX5CON3NQ/
“알프스 마테호른에 ‘65층 아파트’ 짓겠다”… 주민 반응은 싸늘,https://www.chosun.com/international/international_general/2025/12/03/5EXF53WCLBEXTGAY5LNUOQC6EA/,"Wed, 03 Dec 2025 06:06:14 +0000",국제,문지연 기자,,"<img src=""https://www.chosun.com/resizer/v2/FJXP65TVUNFNXCLVDVMPML4M6M.jpg?auth=8de325092d45802c28a771f643f13e6e2552d9dd3b9513e975c9d9fbf2efc7f9&smart=true&width=1016&height=721"" alt=""스위스 체르마트 마을에 들어설 초고층 빌딩 건설 계획. /리나 피크 홈페이지"" height=""721"" width=""1016""/><p>한 스위스 건축가가 알프스 4대 최고봉 중 하나인 마테호른(4478m)에 65층짜리 고층 빌딩을 세우겠다고 나섰다. 주거난 해결을 위해 나온 계획이지만 주민들 반응은 차갑다.</p>",https://www.chosun.com/resizer/v2/7XY33PJKXNCYRDALQ47HASGQ6E.jpg?auth=778029a16551e45c03652ad36603cac853abd481e961386264acb837544dbb4d&smart=true&width=1016&height=572,,https://www.chosun.com/international/international_general/2025/12/03/5EXF53WCLBEXTGAY5LNUOQC6EA/
"“닷컴 버블의 재림” 英 영란은행, 7350조원 AI 빚잔치에 ‘급격한 조정’ 경고",https://www.chosun.com/international/international_general/2025/12/03/HAZWEOJZG5TDAZRUMIYGIZLFGY/,"Wed, 03 Dec 2025 06:10:02 +0000",국제,유진우 기자(조선비즈),"영국 중앙은행인 영란은행(BOE)이 전 세계적으로 불고 있는 인공지능(AI) 열풍 뒤에 금융 시스템 붕괴 위험이 도사리고 있다고 강력하게 경고했다. AI 관련 기술 기업들 주가가 2000년대 초반 ‘닷컴 버블’ 붕괴 직전 수준까지 치솟았고, 이 거품이 터질 경우 글로벌 금융 시장에 급격한 조정(sharp correction)이 발생해 경제 전반을 뒤흔들 수","<p>영국 중앙은행인 영란은행(BOE)이 전 세계적으로 불고 있는 인공지능(AI) 열풍 뒤에 금융 시스템 붕괴 위험이 도사리고 있다고 강력하게 경고했다.</p><p>AI 관련 기술 기업들 주가가 2000년대 초반 ‘닷컴 버블’ 붕괴 직전 수준까지 치솟았고, 이 거품이 터질 경우 글로벌 금융 시장에 급격한 조정(sharp correction)이 발생해 경제 전반을 뒤흔들 수 있다는 분석이다.</p>",https://www.chosun.com/resizer/v2/GVSWMMDEMY3TQYJYG5SWEOBSGU.jpg?auth=24e5e16121eb3484bc76a244bf9080dd63d0bfe81a73d4a5473cb0043358e387&smart=true&width=3300&height=2200,,https://www.chosun.com/international/international_general/2025/12/03/HAZWEOJZG5TDAZRUMIYGIZLFGY/
"AI 패권전쟁 본격화… 오픈AI, 내부 경보 ‘레드’ 띄우고 구글 견제",https://www.chosun.com/international/international_general/2025/12/03/MY3DCOBXGU2GKYJQMYYTQYLBHA/,"Wed, 03 Dec 2025 05:58:45 +0000",국제,백윤미 기자(조선비즈),오픈AI가 최근 사내 전 직원에게 전사 비상령 ‘코드 레드’를 발령하며 챗GPT 품질 개선에 총력을 기울이고 있는 것으로 나타났다. 구글이 제미나이3 모델을 공개하며 AI 경쟁 구도가 뒤흔들리자 오픈AI가 사실상 비상체제에 돌입했다는 분석이 나온다.  2일(현지 시각) 월스트리트저널(WSJ)에 따르면 샘 알트먼 오픈AI 최고경영자(CEO)는 내부 메모에서 ,"<p>오픈AI가 최근 사내 전 직원에게 전사 비상령 ‘코드 레드’를 발령하며 챗GPT 품질 개선에 총력을 기울이고 있는 것으로 나타났다. 구글이 제미나이3 모델을 공개하며 AI 경쟁 구도가 뒤흔들리자 오픈AI가 사실상 비상체제에 돌입했다는 분석이 나온다.</p><img src=""https://www.chosun.com/resizer/v2/GNTDKNJTGMZDCOBSMM4TMYTCHA.jpg?auth=aa3f86a4f95d691c20f6d8bc2c3d6ba423276738a7bc50c1c9f7cb7bc85e251d&smart=true&width=4597&height=3170"" alt=""스마트폰에 챗GPT, 제미나이 앱이 설치돼있는 모습. /EPA=연합뉴스"" height=""3170"" width=""4597""/>",https://www.chosun.com/resizer/v2/GNTDKNJTGMZDCOBSMM4TMYTCHA.jpg?auth=aa3f86a4f95d691c20f6d8bc2c3d6ba423276738a7bc50c1c9f7cb7bc85e251d&smart=true&width=4597&height=3170,,https://www.chosun.com/international/international_general/2025/12/03/MY3DCOBXGU2GKYJQMYYTQYLBHA/
"비난하고 자화자찬하고… 美 트럼프, 5시간 동안 SNS 게시글 160건",https://www.chosun.com/international/international_general/2025/12/03/MRRDQOJXMVTDMZLFMZRWKZLEMI/,"Wed, 03 Dec 2025 05:46:13 +0000",국제,배동주 기자(조선비즈)," 도널드 트럼프 미국 대통령이 약 5시간 동안 소셜미디어(SNS)에 160건의 게시글을 쏟아냈다. 3일 영국 매체 가디언 등에 따르면, 트럼프 대통령은 2일(현지 시각) 미국 동부 시간으로 오후 7시 9분부터 11시 57분까지 자신이 설립한 SNS 트루스소셜에서 160개 게시물을 올렸다. 게시물 상당수는 자신의 반대파를 겨냥한 것으로 파악됐다. 구체적으로 ","<img src=""https://www.chosun.com/resizer/v2/GZQWEMBUHAZDKMDEMYYTOODBME.jpg?auth=10e127a088a5c7847b6b172b03ca12726d0136ab4c79d356a554a96eeb9be7b4&smart=true&width=2647&height=1765"" alt=""도널드 트럼프 미국 대통령. /연합뉴스"" height=""1765"" width=""2647""/><p>도널드 트럼프 미국 대통령이 약 5시간 동안 소셜미디어(SNS)에 160건의 게시글을 쏟아냈다.</p>",https://www.chosun.com/resizer/v2/GZQWEMBUHAZDKMDEMYYTOODBME.jpg?auth=10e127a088a5c7847b6b172b03ca12726d0136ab4c79d356a554a96eeb9be7b4&smart=true&width=2647&height=1765,,https://www.chosun.com/international/international_general/2025/12/03/MRRDQOJXMVTDMZLFMZRWKZLEMI/
"러 황실 보물 ‘파베르제 달걀’, 역대 최고가 444억원에 낙찰",https://www.chosun.com/international/international_general/2025/12/03/NIIZ2BVKGFEOVO77MI23R77K5E/,"Wed, 03 Dec 2025 03:01:40 +0000",국제,박선민 기자,,"<img src=""https://www.chosun.com/resizer/v2/BKVDJKZQH5IYLFTIXW5XAVK2L4.jpg?auth=55d3a6df87d11b18603d1a0fa71e798c8f2d0af26f9d61dee78beca7ae4ec519&smart=true&width=7903&height=5269"" alt=""2290만 파운드(약 444억원)에 낙찰된 파베르제의 달걀 '윈터 에그'. /AP 연합뉴스 "" height=""5269"" width=""7903""/><p>러시아 황실 보물 ‘파베르제의 달걀’이 런던 크리스티 경매에서 기존 최고가보다 훨씬 높은 2290만 파운드(약 444억원)에 팔렸다.</p>",,,https://www.chosun.com/international/international_general/2025/12/03/NIIZ2BVKGFEOVO77MI23R77K5E/
"솔비, 이번엔 드라마 작가 데뷔… 첫 작품은 ‘전 남친은 톱스타’  ",https://www.chosun.com/culture-life/k-culture/2025/12/03/X646MGQOC5DBDGL6KS4N6YLPEY/,"Wed, 03 Dec 2025 08:10:40 +0000",문화,최혜승 기자 ,,"<img src=""https://www.chosun.com/resizer/v2/6QVJGG6ZJFDI3BZNFLNRSS3ML4.JPG?auth=ccccfe9c19f5fc14faf72d9fddbc5ff74e637412112559ac7f17f84107544bd5&smart=true&width=2326&height=1744"" alt=""가수 솔비 /뉴스1"" height=""1744"" width=""2326""/><p>가수 겸 화가 솔비(권지안)가 드라마 작가로 데뷔했다. </p>",,,https://www.chosun.com/culture-life/k-culture/2025/12/03/X646MGQOC5DBDGL6KS4N6YLPEY/
김고은이 전한 전도연 미담…“뒤에서 몰래 챙겨줘” ,https://www.chosun.com/culture-life/k-culture/2025/12/03/EC4CAX6TSBADRLW2L264HLP3BM/,"Wed, 03 Dec 2025 08:38:18 +0000",문화,김가연 기자,,"<img src=""https://www.chosun.com/resizer/v2/GMZGMMJYMZTDSNDDGIZGGMRQHE.jpg?auth=b8c53c0fcff81fbc7f499a389606e49534f2384bf4b8ffea58b9d4db152f8d32&smart=true&width=3397&height=2286"" alt=""배우 김고은과 전도연(오른쪽)이 3일 서울 용산구 CGV 용산아이파크몰에서 열린 넷플릭스 시리즈 '자백의 대가' 시사회 및 간담회에서 미소를 짓고 있다. /뉴스1"" height=""2286"" width=""3397""/><p>배우 김고은이 영화 ‘협녀’ 이후 10년 만에 같은 작품에서 재회한 전도연의 미담을 전했다.</p>",,,https://www.chosun.com/culture-life/k-culture/2025/12/03/EC4CAX6TSBADRLW2L264HLP3BM/
“다이소는 1000원인데”… 루이비통 141만원 붕어빵 키링에 술렁,https://www.chosun.com/culture-life/fashion-beauty/2025/12/03/NWB5BXN6JFCVDHBB5LYMAR5I2A/,"Wed, 03 Dec 2025 08:03:47 +0000",문화,문지연 기자,,"<img src=""https://www.chosun.com/resizer/v2/NGNISZTTHBAI3IDPZIB4OJDJVA.jpg?auth=5b509345c0c23e2be9df2a9555cb30d1f1f3601d9972451e32311a9538a4efb7&smart=true&width=975&height=804"" alt=""루이비통이 이탈리아산 가죽으로 제작한 ‘LV 붕어빵 백 참’ 제품. /루이비통 홈페이지"" height=""804"" width=""975""/><p>프랑스 명품 브랜드 루이비통이 고가의 붕어빵 모양 키링을 출시해 눈길을 끌고 있다.</p>",,,https://www.chosun.com/culture-life/fashion-beauty/2025/12/03/NWB5BXN6JFCVDHBB5LYMAR5I2A/
